participant,target,outer_fold,outer_folds,outer_train_size,outer_test_size,low_count,high_count,classifier,feature_family,channel_subset,feature_count_request,analysis_tier,available_feature_count,selection_fold,tuning_best_parameters,tuning_inner_balanced_accuracy,selection_validation_ba_fixed_050,selected_candidate
P28,arousal,1,5,88,23,32,79,logreg,all_eeg,all_channels,8,primary,120,1,"{""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}",0.43253968253968256,0.40476190476190477,False
P28,arousal,1,5,88,23,32,79,logreg,all_eeg,all_channels,8,primary,120,2,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.43015873015873013,0.3869047619047619,False
P28,arousal,1,5,88,23,32,79,logreg,all_eeg,all_channels,8,primary,120,3,"{""classifier__C"": 0.01, ""classifier__class_weight"": null}",0.6198412698412699,0.46726190476190477,False
P28,arousal,1,5,88,23,32,79,svm,all_eeg,all_channels,8,primary,120,1,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.5,0.5,False
P28,arousal,1,5,88,23,32,79,svm,all_eeg,all_channels,8,primary,120,2,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.5,0.40476190476190477,False
P28,arousal,1,5,88,23,32,79,svm,all_eeg,all_channels,8,primary,120,3,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5722222222222222,0.4523809523809524,False
P28,arousal,1,5,88,23,32,79,gnb,all_eeg,all_channels,8,primary,120,1,"{""classifier__var_smoothing"": 1e-11}",0.4301587301587302,0.4523809523809524,False
P28,arousal,1,5,88,23,32,79,gnb,all_eeg,all_channels,8,primary,120,2,"{""classifier__var_smoothing"": 1e-11}",0.4222222222222222,0.4107142857142857,False
P28,arousal,1,5,88,23,32,79,gnb,all_eeg,all_channels,8,primary,120,3,"{""classifier__var_smoothing"": 1e-11}",0.5825396825396826,0.46726190476190477,False
P28,arousal,1,5,88,23,32,79,logreg,all_eeg,all_channels,10,primary,120,1,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.4992063492063492,0.30952380952380953,False
P28,arousal,1,5,88,23,32,79,logreg,all_eeg,all_channels,10,primary,120,2,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.4420634920634921,0.3630952380952381,False
P28,arousal,1,5,88,23,32,79,logreg,all_eeg,all_channels,10,primary,120,3,"{""classifier__C"": 0.1, ""classifier__class_weight"": null}",0.6373015873015873,0.49107142857142855,False
P28,arousal,1,5,88,23,32,79,svm,all_eeg,all_channels,10,primary,120,1,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.5,0.47619047619047616,False
P28,arousal,1,5,88,23,32,79,svm,all_eeg,all_channels,10,primary,120,2,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.5119047619047619,0.5,False
